Nr	date	time	Ux	Uy	Uz	U3
26619 2025.03.12 15:29:48.979 -0.484684 -0.389055 0.004254 -0.004142
26620 2025.03.12 15:29:48.981 -0.485803 -0.366067 -0.016055 -0.005181
26621 2025.03.12 15:29:48.982 -0.486843 -0.350196 0.007052 -0.003822
26622 2025.03.12 15:29:48.984 -0.487722 -0.337563 -0.012497 -0.004781
26623 2025.03.12 15:29:48.986 -0.488042 -0.321171 -0.006940 -0.004821
26624 2025.03.12 15:29:48.988 -0.489241 -0.309178 -0.004142 -0.004701
26625 2025.03.12 15:29:48.990 -0.489801 -0.285071 -0.005461 -0.004701
26626 2025.03.12 15:29:48.992 -0.490321 -0.268520 -0.003062 -0.004421
26627 2025.03.12 15:29:48.994 -0.490601 -0.250889 -0.011538 -0.005021
26628 2025.03.12 15:29:48.995 -0.491040 -0.244652 -0.016775 -0.006140
26629 2025.03.12 15:29:48.997 -0.491680 -0.231500 0.005373 -0.005021
26630 2025.03.12 15:29:48.999 -0.491400 -0.213149 -0.004261 -0.005101
26631 2025.03.12 15:29:49.001 -0.492280 -0.192680 0.004694 -0.004062
26632 2025.03.12 15:29:49.003 -0.492160 -0.182406 -0.011937 -0.005101
26633 2025.03.12 15:29:49.005 -0.492360 -0.159018 -0.000583 -0.004421
26634 2025.03.12 15:29:49.007 -0.492440 -0.147065 -0.000104 -0.003582
26635 2025.03.12 15:29:49.008 -0.492759 -0.136510 0.003175 -0.002742
26636 2025.03.12 15:29:49.010 -0.492759 -0.122598 -0.014016 -0.003942
26637 2025.03.12 15:29:49.012 -0.492919 -0.096772 0.001975 -0.003142
26638 2025.03.12 15:29:49.014 -0.493079 -0.082859 -0.002942 -0.003102
26639 2025.03.12 15:29:49.016 -0.493239 -0.062310 -0.004941 -0.003182
26640 2025.03.12 15:29:49.018 -0.493119 -0.048917 0.001455 -0.002782
26641 2025.03.12 15:29:49.020 -0.493159 -0.028968 0.002015 -0.002063
26642 2025.03.12 15:29:49.022 -0.493159 -0.010258 -0.009059 -0.002662
26643 2025.03.12 15:29:49.025 -0.493239 0.008412 -0.002902 -0.002422
26644 2025.03.12 15:29:49.027 -0.493319 0.027841 -0.013536 -0.003502
26645 2025.03.12 15:29:49.028 -0.493359 0.042993 0.001256 -0.002622
26646 2025.03.12 15:29:49.030 -0.493439 0.051629 -0.016255 -0.003702
26647 2025.03.12 15:29:49.032 -0.493359 0.066101 0.002535 -0.002782
26648 2025.03.12 15:29:49.035 -0.493319 0.101482 0.005373 -0.001783
26649 2025.03.12 15:29:49.037 -0.493599 0.116354 0.001975 -0.001623
26650 2025.03.12 15:29:49.038 -0.493479 0.120192 -0.014856 -0.002902
26651 2025.03.12 15:29:49.040 -0.493439 0.137702 0.000456 -0.002502
26652 2025.03.12 15:29:49.042 -0.493399 0.158331 -0.003102 -0.002622
26653 2025.03.12 15:29:49.044 -0.493639 0.177081 0.001336 -0.002223
26654 2025.03.12 15:29:49.046 -0.493519 0.189994 -0.014056 -0.003262
26655 2025.03.12 15:29:49.048 -0.493519 0.209424 0.000336 -0.002782
26656 2025.03.12 15:29:49.050 -0.493599 0.224136 -0.013017 -0.003822
26657 2025.03.12 15:29:49.052 -0.493559 0.242926 0.002055 -0.003302
26658 2025.03.12 15:29:49.055 -0.493679 0.259437 0.000136 -0.002822
26659 2025.03.12 15:29:49.057 -0.493599 0.272630 -0.014736 -0.003542
26660 2025.03.12 15:29:49.059 -0.493559 0.282904 -0.012697 -0.004581
26661 2025.03.12 15:29:49.061 -0.493639 0.291260 0.002055 -0.003862
26662 2025.03.12 15:29:49.063 -0.493519 0.299695 -0.013137 -0.004901
26663 2025.03.12 15:29:49.064 -0.493639 0.306492 -0.010818 -0.005421
26664 2025.03.12 15:29:49.066 -0.493759 0.313048 0.003574 -0.004461
26665 2025.03.12 15:29:49.068 -0.493679 0.318765 0.000136 -0.004221
26666 2025.03.12 15:29:49.070 -0.493799 0.324442 0.003974 -0.003502
26667 2025.03.12 15:29:49.072 -0.493559 0.329440 0.004654 -0.002702
26668 2025.03.12 15:29:49.073 -0.493639 0.334157 -0.005781 -0.003102
26669 2025.03.12 15:29:49.075 -0.493599 0.338555 0.005293 -0.002183
26670 2025.03.12 15:29:49.077 -0.493279 0.342792 -0.003422 -0.002502
26671 2025.03.12 15:29:49.079 -0.493599 0.347350 -0.006300 -0.002822
26672 2025.03.12 15:29:49.082 -0.493359 0.352467 -0.006500 -0.002942
26673 2025.03.12 15:29:49.084 -0.493439 0.355426 0.001855 -0.002422
26674 2025.03.12 15:29:49.086 -0.493519 0.357984 0.002375 -0.002103
26675 2025.03.12 15:29:49.087 -0.493599 0.360503 0.004374 -0.001743
26676 2025.03.12 15:29:49.089 -0.493399 0.363301 -0.009818 -0.002342
26677 2025.03.12 15:29:49.091 -0.461776 0.365100 0.002735 -0.001903
26678 2025.03.12 15:29:49.093 -0.449343 0.367459 -0.011458 -0.002223
26679 2025.03.12 15:29:49.095 -0.435430 0.369018 0.007052 -0.001623
26680 2025.03.12 15:29:49.097 -0.421118 0.370777 -0.006260 -0.002183
26681 2025.03.12 15:29:49.099 -0.414002 0.372416 -0.003422 -0.002143
26682 2025.03.12 15:29:49.100 -0.399289 0.374016 -0.003782 -0.002303
26683 2025.03.12 15:29:49.102 -0.384977 0.375415 -0.008859 -0.002902
26684 2025.03.12 15:29:49.104 -0.373263 0.376894 -0.013257 -0.003582
26685 2025.03.12 15:29:49.106 -0.356073 0.377814 -0.007500 -0.004022
26686 2025.03.12 15:29:49.108 -0.345558 0.378933 0.003894 -0.003102
26687 2025.03.12 15:29:49.110 -0.321131 0.379773 -0.004261 -0.003422
26688 2025.03.12 15:29:49.112 -0.316454 0.380852 0.009131 -0.002223
26689 2025.03.12 15:29:49.114 -0.290468 0.381652 0.002775 -0.001863
26690 2025.03.12 15:29:49.116 -0.272518 0.382771 -0.009459 -0.002502
26691 2025.03.12 15:29:49.118 -0.268839 0.383371 0.001815 -0.002143
26692 2025.03.12 15:29:49.120 -0.243013 0.384330 0.003055 -0.001503
26693 2025.03.12 15:29:49.122 -0.227542 0.384770 -0.004821 -0.001863
26694 2025.03.12 15:29:49.124 -0.212110 0.385409 0.003734 -0.001263
26695 2025.03.12 15:29:49.126 -0.200116 0.385969 -0.013576 -0.002422
26696 2025.03.12 15:29:49.128 -0.177808 0.386329 0.004614 -0.001543
26697 2025.03.12 15:29:49.130 -0.161817 0.386889 -0.015136 -0.002822
26698 2025.03.12 15:29:49.131 -0.155580 0.387209 0.001655 -0.002143
26699 2025.03.12 15:29:49.133 -0.139829 0.387448 -0.012417 -0.003542
26700 2025.03.12 15:29:49.136 -0.114642 0.388008 -0.002622 -0.003062
26701 2025.03.12 15:29:49.138 -0.093414 0.387169 0.002135 -0.002542
26702 2025.03.12 15:29:49.140 -0.075663 0.388648 -0.007820 -0.002862
26703 2025.03.12 15:29:49.142 -0.061071 0.388848 -0.012097 -0.003942
26704 2025.03.12 15:29:49.144 -0.044800 0.389008 -0.014136 -0.004501
26705 2025.03.12 15:29:49.146 -0.024051 0.389167 0.001416 -0.003662
26706 2025.03.12 15:29:49.147 -0.016015 0.389287 0.001775 -0.003422
26707 2025.03.12 15:29:49.149 -0.000304 0.389487 -0.000783 -0.003382
26708 2025.03.12 15:29:49.151 0.018846 0.389727 -0.006300 -0.003582
26709 2025.03.12 15:29:49.153 0.037276 0.389727 0.005333 -0.002782
26710 2025.03.12 15:29:49.154 0.045232 0.389767 0.005173 -0.002023
26711 2025.03.12 15:29:49.156 0.062903 0.390087 0.000776 -0.001823
26712 2025.03.12 15:29:49.159 0.085730 0.390407 -0.006340 -0.002342
26713 2025.03.12 15:29:49.161 0.106119 0.390407 -0.002023 -0.002502
26714 2025.03.12 15:29:49.162 0.113595 0.390687 -0.007939 -0.002822
26715 2025.03.12 15:29:49.164 0.130506 0.390487 0.000496 -0.002143
26716 2025.03.12 15:29:49.166 0.150216 0.390687 -0.015136 -0.003302
26717 2025.03.12 15:29:49.169 0.174163 0.390727 0.000136 -0.002582
26718 2025.03.12 15:29:49.170 0.181879 0.390847 -0.013816 -0.003622
26719 2025.03.12 15:29:49.172 0.198350 0.390767 0.002815 -0.002942
26720 2025.03.12 15:29:49.174 0.217020 0.390647 0.005213 -0.002263
26721 2025.03.12 15:29:49.176 0.234770 0.390927 0.002415 -0.001703
26722 2025.03.12 15:29:49.178 0.245365 0.390727 -0.007580 -0.002382
26723 2025.03.12 15:29:49.179 0.256719 0.390847 -0.003542 -0.002542
26724 2025.03.12 15:29:49.181 0.272070 0.391206 -0.009019 -0.002942
26725 2025.03.12 15:29:49.183 0.287382 0.390887 0.005813 -0.002183
26726 2025.03.12 15:29:49.186 0.314128 0.390847 0.001216 -0.002023
26727 2025.03.12 15:29:49.187 0.321124 0.391006 -0.009739 -0.002982
26728 2025.03.12 15:29:49.189 0.334717 0.390527 0.001056 -0.002342
26729 2025.03.12 15:29:49.191 0.351468 0.390927 -0.005421 -0.002662
26730 2025.03.12 15:29:49.193 0.366460 0.391006 0.001815 -0.002263
26731 2025.03.12 15:29:49.195 0.379013 0.391086 -0.016975 -0.003462
26732 2025.03.12 15:29:49.197 0.397683 0.391006 0.001016 -0.003102
26733 2025.03.12 15:29:49.198 0.401521 0.391006 0.009571 -0.001863
26734 2025.03.12 15:29:49.201 0.422989 0.391086 -0.014976 -0.002862
26735 2025.03.12 15:29:49.204 0.439500 0.391086 -0.015016 -0.003542
26736 2025.03.12 15:29:49.206 0.446097 0.391006 0.000896 -0.003222
26737 2025.03.12 15:29:49.208 0.451854 0.391126 -0.013656 -0.004381
26738 2025.03.12 15:29:49.210 0.457171 0.391126 -0.004102 -0.004421
26739 2025.03.12 15:29:49.212 0.462008 0.391086 0.004534 -0.003542
26740 2025.03.12 15:29:49.214 0.466406 0.391206 -0.003502 -0.003622
26741 2025.03.12 15:29:49.217 0.472323 0.391326 -0.014576 -0.004261
26742 2025.03.12 15:29:49.219 0.475081 0.391246 -0.013457 -0.005581
26743 2025.03.12 15:29:49.221 0.477360 0.391166 -0.010738 -0.006100
26744 2025.03.12 15:29:49.223 0.479479 0.391126 -0.015176 -0.006700
26745 2025.03.12 15:29:49.225 0.481478 0.391166 -0.003542 -0.006540
26746 2025.03.12 15:29:49.227 0.482757 0.391166 -0.001463 -0.006100
26747 2025.03.12 15:29:49.229 0.484356 0.391126 0.001815 -0.005461
26748 2025.03.12 15:29:49.230 0.485516 0.367099 -0.009179 -0.006180
26749 2025.03.12 15:29:49.232 0.486275 0.355705 -0.005141 -0.006300
26750 2025.03.12 15:29:49.234 0.487075 0.340474 -0.003622 -0.006100
26751 2025.03.12 15:29:49.236 0.487915 0.326761 0.000576 -0.005701
26752 2025.03.12 15:29:49.238 0.488674 0.310849 -0.008019 -0.006140
26753 2025.03.12 15:29:49.240 0.489074 0.294458 -0.000823 -0.005901
26754 2025.03.12 15:29:49.242 0.489674 0.274629 0.003294 -0.005221
26755 2025.03.12 15:29:49.243 0.490073 0.262835 -0.010298 -0.006021
26756 2025.03.12 15:29:49.245 0.490833 0.245125 -0.007900 -0.006260
26757 2025.03.12 15:29:49.247 0.490793 0.229933 -0.003262 -0.006180
26758 2025.03.12 15:29:49.249 0.491113 0.221737 0.005134 -0.005341
26759 2025.03.12 15:29:49.251 0.491473 0.194552 0.008012 -0.004461
26760 2025.03.12 15:29:49.253 0.491513 0.191474 -0.006780 -0.005021
26761 2025.03.12 15:29:49.254 0.491752 0.170165 -0.003222 -0.004981
26762 2025.03.12 15:29:49.256 0.492152 0.152614 -0.012977 -0.005581
26763 2025.03.12 15:29:49.258 0.492112 0.146658 -0.011338 -0.006460
26764 2025.03.12 15:29:49.260 0.492352 0.119792 -0.013656 -0.007260
26765 2025.03.12 15:29:49.262 0.492472 0.101242 -0.010178 -0.007620
26766 2025.03.12 15:29:49.264 0.492432 0.085810 0.003654 -0.006660
26767 2025.03.12 15:29:49.266 0.492552 0.066461 -0.000424 -0.006021
26768 2025.03.12 15:29:49.267 0.492752 0.068060 -0.015256 -0.007100
26769 2025.03.12 15:29:49.269 0.492952 0.046711 -0.000983 -0.006500
26770 2025.03.12 15:29:49.271 0.492832 0.018766 0.003614 -0.004221
26771 2025.03.12 15:29:49.273 0.492952 0.001296 -0.014696 -0.005341
26772 2025.03.12 15:29:49.275 0.492792 0.000336 0.002175 -0.005221
26773 2025.03.12 15:29:49.277 0.493312 -0.021732 0.004214 -0.004901
26774 2025.03.12 15:29:49.279 0.492872 -0.043880 -0.005061 -0.005621
26775 2025.03.12 15:29:49.281 0.492952 -0.061191 -0.007780 -0.006180
26776 2025.03.12 15:29:49.283 0.493192 -0.071785 0.008692 -0.005101
26777 2025.03.12 15:29:49.285 0.493192 -0.095413 -0.011657 -0.006620
26778 2025.03.12 15:29:49.286 0.493192 -0.105527 0.002975 -0.005701
26779 2025.03.12 15:29:49.288 0.493152 -0.123038 -0.013936 -0.006820
26780 2025.03.12 15:29:49.290 0.493272 -0.138909 -0.011737 -0.007500
26781 2025.03.12 15:29:49.292 0.493032 -0.157939 -0.001783 -0.007140
26782 2025.03.12 15:29:49.294 0.493232 -0.174450 0.004014 -0.006380
26783 2025.03.12 15:29:49.295 0.493392 -0.185644 -0.006900 -0.007020
26784 2025.03.12 15:29:49.297 0.493232 -0.200396 0.002415 -0.006220
26785 2025.03.12 15:29:49.300 0.493272 -0.225063 0.000976 -0.006021
26786 2025.03.12 15:29:49.302 0.493392 -0.242773 -0.001463 -0.005861
26787 2025.03.12 15:29:49.304 0.493112 -0.255727 -0.007620 -0.006300
26788 2025.03.12 15:29:49.306 0.493192 -0.266641 -0.005701 -0.006540
26789 2025.03.12 15:29:49.308 0.493112 -0.279514 -0.001903 -0.006340
26790 2025.03.12 15:29:49.311 0.493272 -0.290988 -0.010458 -0.007140
26791 2025.03.12 15:29:49.313 0.493272 -0.298703 0.003774 -0.006180
26792 2025.03.12 15:29:49.314 0.493152 -0.305900 0.003215 -0.005581
26793 2025.03.12 15:29:49.316 0.493192 -0.312936 -0.008419 -0.006180
26794 2025.03.12 15:29:49.318 0.493272 -0.319013 0.003814 -0.005301
26795 2025.03.12 15:29:49.320 0.493312 -0.324650 -0.014296 -0.006340
26796 2025.03.12 15:29:49.322 0.493152 -0.330726 0.004094 -0.005541
26797 2025.03.12 15:29:49.324 0.493352 -0.335564 0.001256 -0.004901
26798 2025.03.12 15:29:49.326 0.493272 -0.339482 0.005613 -0.004142
26799 2025.03.12 15:29:49.328 0.493112 -0.343559 -0.001543 -0.004221
26800 2025.03.12 15:29:49.330 0.493392 -0.347437 -0.000104 -0.004022
26801 2025.03.12 15:29:49.331 0.493232 -0.350716 0.001495 -0.006021
26802 2025.03.12 15:29:49.333 0.493352 -0.353914 -0.015016 -0.006220
26803 2025.03.12 15:29:49.335 0.493352 -0.356632 -0.012537 -0.007060
26804 2025.03.12 15:29:49.337 0.493312 -0.359311 -0.016975 -0.007660
26805 2025.03.12 15:29:49.339 0.493272 -0.361989 0.001176 -0.006820
26806 2025.03.12 15:29:49.341 0.461888 -0.364268 0.004294 -0.005781
26807 2025.03.12 15:29:49.342 0.457451 -0.366067 -0.005621 -0.005821
26808 2025.03.12 15:29:49.345 0.435423 -0.368946 0.003774 -0.005141
26809 2025.03.12 15:29:49.347 0.425988 -0.370465 -0.002822 -0.005021
26810 2025.03.12 15:29:49.348 0.413554 -0.371984 -0.000823 -0.002902
26811 2025.03.12 15:29:49.350 0.402440 -0.373183 -0.004062 -0.004741
26812 2025.03.12 15:29:49.352 0.386569 -0.374503 -0.003382 -0.004781
26813 2025.03.12 15:29:49.354 0.373456 -0.375902 -0.002822 -0.004861
26814 2025.03.12 15:29:49.356 0.355665 -0.376862 -0.010778 -0.005501
26815 2025.03.12 15:29:49.357 0.350788 -0.377781 -0.003502 -0.005341
26816 2025.03.12 15:29:49.359 0.335236 -0.378741 0.005413 -0.004501
26817 2025.03.12 15:29:49.362 0.313448 -0.379980 -0.001143 -0.004501
26818 2025.03.12 15:29:49.364 0.297617 -0.380659 -0.001743 -0.004221
26819 2025.03.12 15:29:49.366 0.282984 -0.381219 -0.004821 -0.004421
26820 2025.03.12 15:29:49.368 0.263635 -0.382099 -0.000823 -0.004221
26821 2025.03.12 15:29:49.370 0.249522 -0.382618 0.001336 -0.003982
26822 2025.03.12 15:29:49.372 0.234610 -0.382978 -0.000863 -0.003782
26823 2025.03.12 15:29:49.373 0.224856 -0.383418 -0.010778 -0.004541
26824 2025.03.12 15:29:49.375 0.205746 -0.383778 -0.014816 -0.005021
26825 2025.03.12 15:29:49.377 0.189475 -0.384018 -0.012457 -0.005741
26826 2025.03.12 15:29:49.379 0.175522 -0.384577 -0.014816 -0.006540
26827 2025.03.12 15:29:49.381 0.155893 -0.385017 -0.002622 -0.006380
26828 2025.03.12 15:29:49.383 0.140181 -0.385297 0.002495 -0.005701
26829 2025.03.12 15:29:49.385 0.120831 -0.385577 -0.007580 -0.006220
26830 2025.03.12 15:29:49.387 0.104760 -0.385617 -0.002462 -0.006021
26831 2025.03.12 15:29:49.389 0.085610 -0.385857 -0.006140 -0.006260
26832 2025.03.12 15:29:49.391 0.072577 -0.386017 0.003894 -0.005461
26833 2025.03.12 15:29:49.393 0.051029 -0.386336 -0.007939 -0.006100
26834 2025.03.12 15:29:49.394 0.044312 -0.386696 -0.000064 -0.005701
26835 2025.03.12 15:29:49.396 0.030080 -0.386896 -0.002702 -0.000024
26836 2025.03.12 15:29:49.398 0.011610 -0.386936 -0.014696 -0.006420
26837 2025.03.12 15:29:49.400 -0.005901 -0.387136 0.000976 -0.005861
26838 2025.03.12 15:29:49.403 -0.034925 -0.387136 -0.013736 -0.006460
26839 2025.03.12 15:29:49.405 -0.051556 -0.387536 0.001216 -0.005901
26840 2025.03.12 15:29:49.407 -0.066428 -0.387616 0.004214 -0.005181
26841 2025.03.12 15:29:49.409 -0.084818 -0.387536 -0.013496 -0.006220
26842 2025.03.12 15:29:49.411 -0.102409 -0.387856 -0.003622 -0.006140
26843 2025.03.12 15:29:49.413 -0.118000 -0.387816 0.002535 -0.005381
26844 2025.03.12 15:29:49.414 -0.131273 -0.387896 -0.003222 -0.005301
26845 2025.03.12 15:29:49.416 -0.143907 -0.388495 0.001336 -0.004741
26846 2025.03.12 15:29:49.418 -0.166614 -0.388056 -0.010338 -0.005701
26847 2025.03.12 15:29:49.421 -0.192800 -0.388056 -0.015216 -0.006540
26848 2025.03.12 15:29:49.423 -0.207832 -0.388295 0.003414 -0.005701
26849 2025.03.12 15:29:49.425 -0.220665 -0.388375 -0.000104 -0.005341
26850 2025.03.12 15:29:49.427 -0.242654 -0.388455 -0.001863 -0.005221
26851 2025.03.12 15:29:49.429 -0.253048 -0.388375 0.004374 -0.004461
26852 2025.03.12 15:29:49.431 -0.275476 -0.388735 0.003534 -0.003982
26853 2025.03.12 15:29:49.433 -0.290668 -0.388615 -0.015096 -0.004901
26854 2025.03.12 15:29:49.435 -0.299463 -0.388615 -0.004102 -0.004981
26855 2025.03.12 15:29:49.437 -0.316814 -0.388495 0.003454 -0.004261
26856 2025.03.12 15:29:49.439 -0.330726 -0.388735 0.003294 -0.003862
26857 2025.03.12 15:29:49.441 -0.349116 -0.388855 0.002015 -0.003582
26858 2025.03.12 15:29:49.443 -0.365068 -0.388815 0.005533 -0.002902
26859 2025.03.12 15:29:49.445 -0.378900 -0.388375 -0.009259 -0.003822
26860 2025.03.12 15:29:49.447 -0.395771 -0.388775 0.007452 -0.002782
26861 2025.03.12 15:29:49.450 -0.412882 -0.388855 -0.004861 -0.003222
26862 2025.03.12 15:29:49.452 -0.429034 -0.388695 -0.006860 -0.003622
26863 2025.03.12 15:29:49.454 -0.438349 -0.389015 0.001416 -0.003342
26864 2025.03.12 15:29:49.457 -0.447863 -0.388895 0.004654 -0.002782
26865 2025.03.12 15:29:49.459 -0.455939 -0.389015 0.002015 -0.002582
26866 2025.03.12 15:29:49.462 -0.462216 -0.389055 0.000416 -0.002542
26867 2025.03.12 15:29:49.465 -0.467773 -0.388935 -0.016415 -0.003822
26868 2025.03.12 15:29:49.466 -0.471131 -0.388975 -0.015096 -0.004861
26869 2025.03.12 15:29:49.469 -0.474649 -0.389015 -0.003182 -0.004741
26870 2025.03.12 15:29:49.470 -0.477008 -0.389055 -0.004941 -0.004781
26871 2025.03.12 15:29:49.472 -0.479007 -0.388975 -0.000384 -0.004341
26872 2025.03.12 15:29:49.474 -0.480886 -0.388975 -0.000543 -0.004102
26873 2025.03.12 15:29:49.476 -0.483085 -0.389015 -0.007460 -0.004661
26874 2025.03.12 15:29:49.478 -0.484444 -0.388695 0.000336 -0.003982
26875 2025.03.12 15:29:49.480 -0.485523 -0.388215 0.005573 -0.003182
26876 2025.03.12 15:29:49.482 -0.486483 -0.349596 -0.005781 -0.003342
26877 2025.03.12 15:29:49.484 -0.487682 -0.339242 0.002615 -0.002902
26878 2025.03.12 15:29:49.486 -0.488122 -0.320692 -0.001183 -0.002582
26879 2025.03.12 15:29:49.488 -0.489121 -0.300782 0.000696 -0.002462
26880 2025.03.12 15:29:49.490 -0.489241 -0.284431 -0.007180 -0.002862
26881 2025.03.12 15:29:49.491 -0.489961 -0.274636 -0.002782 -0.002822
26882 2025.03.12 15:29:49.493 -0.490481 -0.265721 0.004494 -0.002103
26883 2025.03.12 15:29:49.495 -0.490960 -0.246971 -0.009858 -0.003022
26884 2025.03.12 15:29:49.497 -0.491360 -0.225942 0.002055 -0.002422
26885 2025.03.12 15:29:49.499 -0.491520 -0.210671 -0.012337 -0.003542
26886 2025.03.12 15:29:49.501 -0.491960 -0.192840 -0.009059 -0.003782
26887 2025.03.12 15:29:49.503 -0.491920 -0.174090 -0.007860 -0.003942
26888 2025.03.12 15:29:49.505 -0.492240 -0.166494 0.005773 -0.003022
26889 2025.03.12 15:29:49.506 -0.492280 -0.156700 0.006093 -0.002223
26890 2025.03.12 15:29:49.508 -0.492400 -0.135391 -0.005781 -0.002542
26891 2025.03.12 15:29:49.510 -0.492999 -0.124717 0.003974 -0.001703
26892 2025.03.12 15:29:49.512 -0.492839 -0.105287 0.004414 -0.001103
26893 2025.03.12 15:29:49.515 -0.492719 -0.076183 -0.012017 -0.001703
26894 2025.03.12 15:29:49.517 -0.493039 -0.053475 0.003774 -0.001223
26895 2025.03.12 15:29:49.519 -0.493119 -0.040402 0.003774 -0.000703
26896 2025.03.12 15:29:49.521 -0.493159 -0.029168 0.004414 -0.000104
26897 2025.03.12 15:29:49.523 -0.493239 -0.004062 0.004094 0.000416
26898 2025.03.12 15:29:49.524 -0.493159 0.002575 -0.013696 -0.000783
26899 2025.03.12 15:29:49.526 -0.493239 0.017367 0.004894 -0.000224
26900 2025.03.12 15:29:49.528 -0.493359 0.033438 -0.016855 -0.001703
26901 2025.03.12 15:29:49.530 -0.493439 0.059065 -0.008899 -0.002103
26902 2025.03.12 15:29:49.532 -0.493199 0.073177 -0.004022 -0.002183
26903 2025.03.12 15:29:49.533 -0.493399 0.081493 0.000456 -0.001503
26904 2025.03.12 15:29:49.535 -0.493439 0.093726 0.002855 -0.000863
26905 2025.03.12 15:29:49.537 -0.493239 0.117593 -0.009179 -0.001463
26906 2025.03.12 15:29:49.539 -0.493439 0.128667 0.000496 -0.000903
26907 2025.03.12 15:29:49.541 -0.493439 0.149696 0.003294 -0.000384
26908 2025.03.12 15:29:49.542 -0.493479 0.158371 0.002975 0.000216
26909 2025.03.12 15:29:49.544 -0.493519 0.178081 -0.011657 -0.000903
26910 2025.03.12 15:29:49.546 -0.493399 0.190354 0.003534 -0.000663
26911 2025.03.12 15:29:49.548 -0.493519 0.210983 -0.000463 -0.000663
26912 2025.03.12 15:29:49.550 -0.493439 0.226055 0.000976 -0.000384
26913 2025.03.12 15:29:49.552 -0.493559 0.241447 0.008692 0.000256
26914 2025.03.12 15:29:49.554 -0.493199 0.255199 -0.006180 -0.000264
26915 2025.03.12 15:29:49.556 -0.493479 0.264914 -0.008139 -0.001023
26916 2025.03.12 15:29:49.557 -0.493599 0.275029 -0.004661 -0.001263
26917 2025.03.12 15:29:49.559 -0.493399 0.284064 -0.004181 -0.001503
26918 2025.03.12 15:29:49.561 -0.493519 0.292259 -0.012417 -0.002662
26919 2025.03.12 15:29:49.563 -0.493479 0.299655 -0.013496 -0.003502
26920 2025.03.12 15:29:49.565 -0.493479 0.306052 0.003534 -0.002742
26921 2025.03.12 15:29:49.566 -0.493239 0.312808 -0.007140 -0.003302
26922 2025.03.12 15:29:49.568 -0.493399 0.318285 -0.015455 -0.004381
26923 2025.03.12 15:29:49.570 -0.493519 0.324362 -0.012817 -0.005101
26924 2025.03.12 15:29:49.572 -0.493519 0.329040 0.003095 -0.004341
26925 2025.03.12 15:29:49.574 -0.493519 0.333797 -0.005261 -0.004461
26926 2025.03.12 15:29:49.575 -0.493479 0.337955 0.001855 -0.003902
26927 2025.03.12 15:29:49.577 -0.493399 0.341833 0.000296 -0.003422
26928 2025.03.12 15:29:49.579 -0.493479 0.345631 -0.011138 -0.004381
26929 2025.03.12 15:29:49.581 -0.493559 0.348749 0.001895 -0.003742
26930 2025.03.12 15:29:49.582 -0.493479 0.351867 0.001376 -0.003222
26931 2025.03.12 15:29:49.584 -0.493399 0.354706 -0.010858 -0.004181
26932 2025.03.12 15:29:49.586 -0.493279 0.357744 -0.000144 -0.003422
26933 2025.03.12 15:29:49.588 -0.493519 0.360263 -0.009659 -0.004142
26934 2025.03.12 15:29:49.589 -0.493559 0.362382 -0.008139 -0.004461
26935 2025.03.12 15:29:49.591 -0.462935 0.364900 -0.002582 -0.004102
26936 2025.03.12 15:29:49.593 -0.451342 0.366700 -0.012257 -0.004981
26937 2025.03.12 15:29:49.595 -0.437629 0.368379 0.004974 -0.003942
26938 2025.03.12 15:29:49.597 -0.420998 0.370138 -0.013057 -0.004941
26939 2025.03.12 15:29:49.598 -0.415281 0.371657 0.001655 -0.004062
26940 2025.03.12 15:29:49.600 -0.401328 0.373136 -0.015016 -0.004941
26941 2025.03.12 15:29:49.602 -0.386936 0.374695 -0.008579 -0.005061
26942 2025.03.12 15:29:49.604 -0.368746 0.375895 -0.014376 -0.005741
26943 2025.03.12 15:29:49.606 -0.359111 0.376934 0.003574 -0.004661
26944 2025.03.12 15:29:49.607 -0.352714 0.377934 -0.010978 -0.005661
26945 2025.03.12 15:29:49.609 -0.331686 0.379053 -0.014496 -0.006180
26946 2025.03.12 15:29:49.611 -0.322930 0.380212 0.000016 -0.005381
26947 2025.03.12 15:29:49.613 -0.306659 0.380492 0.007932 -0.004261
26948 2025.03.12 15:29:49.615 -0.290468 0.381372 -0.015455 -0.005341
26949 2025.03.12 15:29:49.616 -0.283472 0.382051 0.004014 -0.004381
26950 2025.03.12 15:29:49.618 -0.265042 0.382491 0.003814 -0.003742
26951 2025.03.12 15:29:49.620 -0.244093 0.383331 -0.006300 -0.004062
26952 2025.03.12 15:29:49.622 -0.227302 0.384010 0.009651 -0.002702
26953 2025.03.12 15:29:49.624 -0.217707 0.384410 0.004254 -0.002263
26954 2025.03.12 15:29:49.626 -0.199317 0.384850 -0.005581 -0.002462
26955 2025.03.12 15:29:49.627 -0.187723 0.385290 -0.010258 -0.003222
26956 2025.03.12 15:29:49.629 -0.172131 0.385929 0.004254 -0.002422
26957 2025.03.12 15:29:49.631 -0.152662 0.386049 0.004654 -0.001743
26958 2025.03.12 15:29:49.633 -0.134791 0.386489 -0.002542 -0.001103
26959 2025.03.12 15:29:49.634 -0.127156 0.386729 0.007172 -0.000983
26960 2025.03.12 15:29:49.636 -0.110884 0.386929 -0.000463 -0.001063
26961 2025.03.12 15:29:49.638 -0.093454 0.387488 0.003454 -0.000543
